system:time_start,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
"Jun 29, 2018",0.086,0.09,0.081,0.089,0.093,0.094,0.1,0.093,0.092,0.088,0.092,0.094
"Jul 4, 2018",,,,,,,,,,,,
"Jul 9, 2018",,,,,,,,,,,,
"Jul 14, 2018",,,,,,,,,,,,
"Jul 19, 2018",,,,,,,,,,,,
"Jul 24, 2018",,,,,,,,,,,,
"Aug 3, 2018",,,,,,,,,,,,
"Aug 8, 2018",0.116,0.089,0.08,0.094,0.087,0.086,0.104,0.09,0.091,0.077,0.086,0.092
"Aug 13, 2018",0.228,0.084,0.079,0.196,0.122,0.115,0.115,0.031,0.024,0.005,0.001,0.01
"Aug 18, 2018",,,,,,,,,,,,
"Aug 23, 2018",0.094,0.09,0.079,0.105,0.094,0.095,0.102,0.088,0.087,0.084,0.081,0.071
"Aug 28, 2018",,,,,,,,,,,,
"Sep 2, 2018",,,,,,,,,,,,
"Sep 7, 2018",,,,,,,,,,,,
"Sep 12, 2018",0.34,0.07,0.019,0.259,0.105,0.056,0.082,0,0.06,0.002,0.007,0
"Sep 17, 2018",,,,,,,,,,,,
"Sep 22, 2018",,,,,,,,,,,,
"Sep 27, 2018",,,,,,,,,,,,
"Oct 2, 2018",,,,,,,,,,,,
"Oct 7, 2018",0.2,0.064,0.04,0.139,0.128,0.109,0.122,0.057,0.058,0.043,0.041,0.016
"Oct 12, 2018",0.126,0.04,0.032,0.118,0.124,0.147,0.148,0.072,0.079,0.066,0.048,0.015
"Oct 17, 2018",0.207,0.089,0.07,0.12,0.095,0.09,0.107,0.061,0.055,0.056,0.049,0.141
"Oct 22, 2018",0.118,0.066,0.061,0.098,0.091,0.09,0.102,0.092,0.097,0.087,0.098,0.196
"Oct 27, 2018",0.143,0.048,0.045,0.114,0.126,0.131,0.147,0.062,0.066,0.069,0.05,0.029
"Nov 1, 2018",,,,,,,,,,,,
"Nov 6, 2018",,,,,,,,,,,,
"Nov 11, 2018",,,,,,,,,,,,
"Nov 16, 2018",0.153,0.036,0.035,0.094,0.121,0.148,0.217,0.056,0.062,0.058,0.02,0.006
"Nov 21, 2018",0.132,0.071,0.058,0.121,0.096,0.11,0.145,0.055,0.073,0.079,0.06,0.09
"Nov 26, 2018",,,,,,,,,,,,
"Dec 1, 2018",,,,,,,,,,,,
"Dec 6, 2018",0.181,0.039,0.036,0.072,0.106,0.126,0.302,0.036,0.034,0.054,0.015,0.007
"Dec 11, 2018",,,,,,,,,,,,
"Dec 16, 2018",0.193,0.055,0.035,0.107,0.106,0.117,0.213,0.044,0.056,0.045,0.03,0.01
"Dec 26, 2018",,,,,,,,,,,,
"Dec 31, 2018",,,,,,,,,,,,
"Jan 5, 2019",,,,,,,,,,,,
"Jan 10, 2019",0.106,0.037,0.023,0.096,0.096,0.137,0.218,0.075,0.071,0.091,0.049,0.009
"Jan 15, 2019",,,,,,,,,,,,
"Jan 20, 2019",,,,,,,,,,,,
"Jan 25, 2019",0.096,0.026,0.03,0.094,0.164,0.17,0.253,0.044,0.048,0.056,0.021,0
"Jan 30, 2019",0.106,0.07,0.052,0.099,0.105,0.11,0.139,0.085,0.085,0.077,0.072,0.08
"Feb 4, 2019",,,,,,,,,,,,
"Feb 9, 2019",0.107,0.076,0.071,0.1,0.101,0.097,0.115,0.084,0.085,0.085,0.079,0.235
"Feb 14, 2019",,,,,,,,,,,,
"Feb 19, 2019",,,,,,,,,,,,
"Feb 24, 2019",0.092,0.079,0.06,0.099,0.128,0.111,0.118,0.078,0.074,0.092,0.068,0.078
"Mar 1, 2019",,,,,,,,,,,,
"Mar 6, 2019",0.075,0.026,0.03,0.08,0.15,0.186,0.227,0.063,0.066,0.069,0.027,0.007
"Mar 11, 2019",,,,,,,,,,,,
"Mar 16, 2019",,,,,,,,,,,,
"Mar 21, 2019",0.088,0.062,0.053,0.112,0.149,0.147,0.147,0.059,0.063,0.068,0.052,0.051
"Mar 26, 2019",0.13,0.06,0.051,0.122,0.146,0.128,0.116,0.066,0.062,0.065,0.055,0.049
"Mar 31, 2019",,,,,,,,,,,,
"Apr 5, 2019",,,,,,,,,,,,
"Apr 10, 2019",0.107,0.061,0.042,0.133,0.175,0.149,0.128,0.047,0.059,0.052,0.046,0.036
"Apr 15, 2019",0.092,0.072,0.065,0.101,0.117,0.114,0.114,0.082,0.08,0.086,0.076,0.07
"Apr 20, 2019",0.092,0.075,0.066,0.112,0.122,0.113,0.111,0.078,0.076,0.083,0.072,0.066
"Apr 25, 2019",,,,,,,,,,,,
"Apr 30, 2019",0.086,0.084,0.072,0.098,0.112,0.106,0.111,0.083,0.085,0.084,0.079,0.069
"May 5, 2019",,,,,,,,,,,,
"May 10, 2019",,,,,,,,,,,,
"May 15, 2019",,,,,,,,,,,,
"May 25, 2019",0.137,0.063,0.051,0.125,0.17,0.12,0.13,0.051,0.054,0.049,0.05,0.053
"May 30, 2019",0.08,0.089,0.078,0.096,0.103,0.098,0.102,0.088,0.089,0.091,0.086,0.083
"Jun 4, 2019",0.072,0.097,0.081,0.086,0.095,0.094,0.099,0.094,0.092,0.097,0.092,0.111
"Jun 9, 2019",,,,,,,,,,,,
"Jun 14, 2019",0.084,0.089,0.08,0.088,0.094,0.096,0.101,0.092,0.092,0.093,0.091,0.104
"Jun 19, 2019",,,,,,,,,,,,
"Jun 24, 2019",,,,,,,,,,,,
"Jun 29, 2019",,,,,,,,,,,,
"Jul 4, 2019",0.157,0.074,0.058,0.119,0.147,0.101,0.115,0.056,0.073,0.054,0.046,0.053
"Jul 9, 2019",,,,,,,,,,,,
"Jul 14, 2019",,,,,,,,,,,,
"Jul 19, 2019",,,,,,,,,,,,
"Jul 24, 2019",,,,,,,,,,,,
"Jul 29, 2019",0.086,0.09,0.081,0.096,0.096,0.096,0.101,0.09,0.091,0.086,0.087,0.077
"Aug 3, 2019",0.092,0.088,0.079,0.099,0.099,0.095,0.102,0.089,0.086,0.086,0.084,0.085
"Aug 8, 2019",0.091,0.09,0.077,0.102,0.1,0.098,0.104,0.087,0.088,0.084,0.081,0.07
"Aug 13, 2019",,,,,,,,,,,,
"Aug 18, 2019",,,,,,,,,,,,
"Aug 23, 2019",,,,,,,,,,,,
"Aug 28, 2019",0.086,0.096,0.08,0.096,0.091,0.092,0.102,0.09,0.092,0.088,0.087,0.104
"Sep 2, 2019",,,,,,,,,,,,
"Sep 7, 2019",0.174,0.06,0.038,0.144,0.118,0.096,0.116,0.065,0.081,0.06,0.047,0.07
"Sep 12, 2019",0.131,0.077,0.065,0.121,0.109,0.097,0.111,0.07,0.077,0.071,0.071,0.037
"Sep 17, 2019",0.194,0.047,0.017,0.182,0.138,0.103,0.12,0.049,0.061,0.046,0.041,0.005
"Sep 22, 2019",,,,,,,,,,,,
"Sep 27, 2019",0.18,0.061,0.047,0.175,0.145,0.098,0.111,0.052,0.062,0.032,0.035,0
"Oct 2, 2019",0.146,0.069,0.061,0.121,0.124,0.1,0.115,0.068,0.068,0.068,0.06,0.035
"Oct 7, 2019",,,,,,,,,,,,
"Oct 12, 2019",,,,,,,,,,,,
"Oct 17, 2019",,,,,,,,,,,,
"Oct 22, 2019",,,,,,,,,,,,
"Oct 27, 2019",0.197,0.043,0.024,0.206,0.187,0.115,0.106,0.032,0.048,0.03,0.012,0
"Nov 1, 2019",0.143,0.044,0.035,0.133,0.152,0.126,0.144,0.056,0.059,0.067,0.041,0.011
"Nov 6, 2019",,,,,,,,,,,,
"Nov 11, 2019",,,,,,,,,,,,
"Nov 16, 2019",0.12,0.042,0.027,0.143,0.152,0.133,0.162,0.061,0.065,0.058,0.037,0.009
"Nov 21, 2019",0.201,0.034,0.036,0.165,0.199,0.141,0.141,0.018,0.02,0.026,0.019,0
"Nov 26, 2019",0.099,0.076,0.068,0.116,0.121,0.101,0.108,0.073,0.08,0.08,0.079,0.215
"Dec 1, 2019",0.169,0.046,0.03,0.149,0.185,0.137,0.141,0.03,0.043,0.038,0.033,0
"Dec 6, 2019",,,,,,,,,,,,
"Dec 11, 2019",,,,,,,,,,,,
"Dec 16, 2019",0.115,0.055,0.042,0.155,0.138,0.105,0.117,0.066,0.069,0.086,0.053,0.106
"Dec 21, 2019",,,,,,,,,,,,
"Dec 26, 2019",,,,,,,,,,,,
"Dec 31, 2019",0.133,0.029,0.023,0.145,0.209,0.182,0.199,0.016,0.035,0.026,0.004,0
"Jan 5, 2020",0.112,0.018,0.004,0.165,0.202,0.179,0.212,0.022,0.044,0.037,0.004,0
"Jan 10, 2020",,,,,,,,,,,,
"Jan 15, 2020",0.156,0.058,0.049,0.169,0.168,0.121,0.143,0.03,0.042,0.033,0.031,0
"Jan 20, 2020",0.132,0.035,0.034,0.133,0.169,0.148,0.171,0.047,0.042,0.059,0.03,0
"Jan 25, 2020",0.115,0.016,0.006,0.158,0.194,0.174,0.226,0.028,0.043,0.039,0.001,0
"Jan 30, 2020",0.123,0.054,0.05,0.134,0.15,0.123,0.13,0.058,0.06,0.065,0.051,0.104
"Feb 4, 2020",,,,,,,,,,,,
"Feb 9, 2020",0.13,0.029,0.019,0.137,0.178,0.156,0.212,0.038,0.045,0.045,0.01,0
"Feb 14, 2020",0.135,0.038,0.024,0.181,0.205,0.159,0.171,0.017,0.036,0.023,0.012,0
"Feb 19, 2020",0.129,0.064,0.056,0.116,0.125,0.103,0.115,0.073,0.076,0.074,0.07,0.179
"Feb 24, 2020",,,,,,,,,,,,
"Feb 29, 2020",0.133,0.051,0.047,0.114,0.145,0.132,0.163,0.056,0.057,0.061,0.041,0.032
"Mar 5, 2020",,,,,,,,,,,,
"Mar 10, 2020",0.08,0.114,0.103,0.077,0.113,0.112,0.128,0.06,0.066,0.073,0.074,0.093
"Mar 15, 2020",,,,,,,,,,,,
"Mar 20, 2020",0.115,0.08,0.068,0.103,0.124,0.111,0.125,0.069,0.073,0.068,0.064,0.064
"Mar 25, 2020",,,,,,,,,,,,
"Mar 30, 2020",,,,,,,,,,,,
"Apr 4, 2020",0.114,0.063,0.048,0.117,0.122,0.102,0.112,0.081,0.084,0.083,0.075,0.137
"Apr 9, 2020",0.137,0.061,0.05,0.117,0.127,0.103,0.106,0.078,0.076,0.075,0.071,0.061
"Apr 14, 2020",,,,,,,,,,,,
"Apr 19, 2020",,,,,,,,,,,,
"Apr 24, 2020",0.131,0.053,0.039,0.144,0.133,0.095,0.096,0.077,0.079,0.086,0.066,0.1
"Apr 29, 2020",,,,,,,,,,,,
"May 4, 2020",0.159,0.034,0.016,0.163,0.173,0.12,0.117,0.057,0.061,0.057,0.044,0.049
"May 9, 2020",0.091,0.081,0.073,0.1,0.107,0.1,0.099,0.086,0.086,0.092,0.084,0.079
"May 14, 2020",,,,,,,,,,,,
"May 19, 2020",0.085,0.085,0.075,0.097,0.102,0.1,0.102,0.089,0.088,0.092,0.086,0.084
"May 24, 2020",0.084,0.091,0.081,0.095,0.1,0.096,0.101,0.088,0.089,0.087,0.086,0.073
"May 29, 2020",,,,,,,,,,,,
"Jun 3, 2020",,,,,,,,,,,,
"Jun 8, 2020",0.091,0.087,0.078,0.096,0.099,0.096,0.1,0.09,0.09,0.085,0.089,0.079
"Jun 13, 2020",,,,,,,,,,,,
"Jun 18, 2020",,,,,,,,,,,,
"Jun 23, 2020",,,,,,,,,,,,
"Jun 28, 2020",,,,,,,,,,,,
"Jul 3, 2020",0.077,0.089,0.077,0.097,0.099,0.094,0.098,0.09,0.093,0.095,0.09,0.225
"Jul 8, 2020",,,,,,,,,,,,
"Jul 13, 2020",,,,,,,,,,,,
"Jul 18, 2020",,,,,,,,,,,,
"Jul 23, 2020",,,,,,,,,,,,
"Jul 28, 2020",,,,,,,,,,,,
"Aug 2, 2020",0.087,0.101,0.065,0.109,0.098,0.101,0.119,0.074,0.092,0.076,0.078,0.055
"Aug 7, 2020",0.128,0.078,0.07,0.114,0.113,0.101,0.109,0.078,0.071,0.072,0.065,0.07
"Aug 12, 2020",,,,,,,,,,,,
"Aug 17, 2020",0.252,0.042,0.036,0.178,0.155,0.113,0.124,0.036,0.034,0.022,0.007,0.052
"Aug 22, 2020",,,,,,,,,,,,
"Aug 27, 2020",,,,,,,,,,,,
"Sep 1, 2020",,,,,,,,,,,,
"Sep 6, 2020",,,,,,,,,,,,
"Sep 11, 2020",,,,,,,,,,,,
"Sep 16, 2020",,,,,,,,,,,,
"Sep 21, 2020",,,,,,,,,,,,
"Sep 26, 2020",0.177,0.06,0.041,0.126,0.111,0.095,0.098,0.083,0.08,0.066,0.062,0.017
"Oct 1, 2020",0.231,0.071,0.049,0.195,0.105,0.098,0.108,0.012,0.054,0.049,0.028,0
"Oct 6, 2020",,,,,,,,,,,,
"Oct 11, 2020",,,,,,,,,,,,
"Oct 16, 2020",0.167,0.051,0.043,0.137,0.128,0.12,0.121,0.065,0.061,0.06,0.047,0.024
"Oct 21, 2020",,,,,,,,,,,,
"Oct 26, 2020",,,,,,,,,,,,
"Oct 31, 2020",0.144,0.054,0.029,0.148,0.152,0.143,0.181,0.035,0.051,0.043,0.022,0
"Nov 5, 2020",0.123,0.06,0.051,0.098,0.132,0.125,0.163,0.063,0.067,0.063,0.055,0.075
"Nov 10, 2020",,,,,,,,,,,,
"Nov 15, 2020",,,,,,,,,,,,
"Nov 20, 2020",0.105,0.026,0.014,0.16,0.234,0.188,0.22,0.011,0.025,0.016,0.001,0
"Nov 25, 2020",0.137,0.058,0.051,0.131,0.171,0.128,0.13,0.048,0.05,0.052,0.044,0.003
"Nov 30, 2020",0.115,0.021,0.019,0.157,0.176,0.157,0.17,0.052,0.055,0.046,0.031,0
"Dec 5, 2020",0.11,0.023,0.016,0.131,0.219,0.182,0.229,0.025,0.035,0.03,0.002,0
"Dec 10, 2020",0.108,0.018,0.005,0.169,0.257,0.196,0.213,0.005,0.012,0.011,0.004,0
"Dec 15, 2020",0.128,0.016,0.009,0.141,0.215,0.177,0.203,0.03,0.037,0.033,0.012,0
"Dec 20, 2020",,,,,,,,,,,,
"Dec 25, 2020",0.112,0.029,0.022,0.125,0.194,0.168,0.185,0.046,0.048,0.048,0.023,0
"Dec 30, 2020",,,,,,,,,,,,
"Jan 4, 2021",0.088,0.024,0.016,0.08,0.166,0.235,0.284,0.023,0.041,0.039,0.003,0
"Jan 9, 2021",,,,,,,,,,,,
"Jan 14, 2021",0.094,0.025,0.014,0.094,0.162,0.188,0.226,0.055,0.062,0.058,0.021,0.003
"Jan 19, 2021",0.082,0.018,0.006,0.131,0.236,0.248,0.253,0.005,0.011,0.01,0,0
"Jan 24, 2021",,,,,,,,,,,,
"Jan 29, 2021",0.052,0.007,0.003,0.12,0.204,0.217,0.237,0.046,0.054,0.049,0.011,0
"Feb 3, 2021",0.068,0.023,0.019,0.109,0.219,0.235,0.227,0.028,0.031,0.031,0.01,0
"Feb 8, 2021",0.081,0.018,0.015,0.137,0.227,0.22,0.207,0.025,0.033,0.026,0.011,0
"Feb 13, 2021",,,,,,,,,,,,
"Feb 18, 2021",,,,,,,,,,,,
"Feb 23, 2021",0.081,0.048,0.039,0.068,0.145,0.235,0.237,0.035,0.036,0.051,0.027,0.005
"Feb 28, 2021",,,,,,,,,,,,
"Mar 5, 2021",0.106,0.067,0.06,0.084,0.101,0.114,0.121,0.088,0.089,0.085,0.084,0.132
"Mar 10, 2021",0.078,0.056,0.043,0.102,0.161,0.184,0.179,0.046,0.058,0.054,0.041,0.034
"Mar 15, 2021",,,,,,,,,,,,
"Mar 20, 2021",,,,,,,,,,,,
"Mar 25, 2021",,,,,,,,,,,,
"Mar 30, 2021",,,,,,,,,,,,
"Apr 4, 2021",0.08,0.059,0.053,0.116,0.154,0.138,0.123,0.067,0.069,0.08,0.062,0.045
"Apr 9, 2021",,,,,,,,,,,,
"Apr 14, 2021",,,,,,,,,,,,
"Apr 19, 2021",0.084,0.082,0.071,0.098,0.105,0.107,0.112,0.085,0.084,0.089,0.082,0.076
"Apr 24, 2021",,,,,,,,,,,,
"Apr 29, 2021",,,,,,,,,,,,
"May 4, 2021",0.087,0.087,0.077,0.092,0.102,0.1,0.107,0.089,0.088,0.084,0.087,0.082
"May 9, 2021",0.082,0.086,0.077,0.094,0.103,0.103,0.107,0.087,0.087,0.087,0.085,0.086
"May 14, 2021",0.085,0.084,0.074,0.093,0.103,0.105,0.107,0.087,0.087,0.091,0.084,0.082
"May 19, 2021",,,,,,,,,,,,
"May 24, 2021",0.084,0.084,0.073,0.097,0.108,0.102,0.104,0.087,0.086,0.093,0.083,0.083
"May 29, 2021",0.084,0.09,0.08,0.093,0.099,0.097,0.1,0.09,0.091,0.088,0.089,0.1
"Jun 3, 2021",0.09,0.084,0.075,0.101,0.11,0.102,0.102,0.082,0.081,0.092,0.08,0.101
"Jun 8, 2021",0.096,0.086,0.081,0.104,0.106,0.1,0.102,0.082,0.084,0.077,0.082,0.124
"Jun 13, 2021",0.1,0.086,0.078,0.099,0.103,0.099,0.102,0.085,0.084,0.08,0.083,0.138
"Jun 18, 2021",,,,,,,,,,,,
"Jun 23, 2021",,,,,,,,,,,,
"Jun 28, 2021",,,,,,,,,,,,
"Jul 3, 2021",,,,,,,,,,,,
"Jul 8, 2021",,,,,,,,,,,,
"Jul 13, 2021",,,,,,,,,,,,
"Jul 18, 2021",,,,,,,,,,,,
"Jul 23, 2021",,,,,,,,,,,,
"Jul 28, 2021",,,,,,,,,,,,
"Aug 2, 2021",,,,,,,,,,,,
"Aug 7, 2021",,,,,,,,,,,,
"Aug 12, 2021",,,,,,,,,,,,
"Aug 17, 2021",0.086,0.078,0.066,0.097,0.101,0.113,0.119,0.088,0.088,0.084,0.079,0.062
"Aug 22, 2021",,,,,,,,,,,,
"Aug 27, 2021",,,,,,,,,,,,
"Sep 1, 2021",,,,,,,,,,,,
"Sep 6, 2021",,,,,,,,,,,,
"Sep 11, 2021",0.234,0.053,0.041,0.157,0.131,0.106,0.119,0.055,0.052,0.036,0.017,0.034
"Sep 16, 2021",,,,,,,,,,,,
"Sep 21, 2021",0.304,0.061,0.038,0.178,0.114,0.091,0.106,0.026,0.05,0.016,0.016,0
"Sep 26, 2021",0.191,0.047,0.017,0.167,0.115,0.1,0.122,0.067,0.075,0.057,0.043,0.064
"Oct 1, 2021",,,,,,,,,,,,
"Oct 6, 2021",,,,,,,,,,,,
"Oct 11, 2021",,,,,,,,,,,,
"Oct 16, 2021",0.217,0.063,0.043,0.192,0.108,0.096,0.105,0.044,0.063,0.033,0.035,0
"Oct 21, 2021",,,,,,,,,,,,
"Oct 26, 2021",0.147,0.066,0.031,0.163,0.126,0.142,0.193,0.011,0.043,0.05,0.029,0
"Oct 31, 2021",0.201,0.056,0.037,0.132,0.122,0.134,0.177,0.044,0.039,0.046,0.012,0
"Nov 5, 2021",,,,,,,,,,,,
"Nov 10, 2021",0.128,0.059,0.056,0.102,0.129,0.116,0.132,0.075,0.068,0.071,0.065,0.107
"Nov 15, 2021",0.148,0.06,0.014,0.162,0.185,0.171,0.171,0.015,0.034,0.029,0.011,0
"Nov 20, 2021",0.137,0.048,0.037,0.116,0.171,0.145,0.171,0.051,0.047,0.045,0.032,0.007
"Nov 25, 2021",0.132,0.044,0.037,0.153,0.184,0.147,0.161,0.032,0.046,0.038,0.024,0
"Nov 30, 2021",0.137,0.038,0.024,0.14,0.246,0.201,0.193,0.006,0.001,0.012,0.002,0
"Dec 5, 2021",,,,,,,,,,,,
"Dec 10, 2021",,,,,,,,,,,,
"Dec 15, 2021",,,,,,,,,,,,
"Dec 20, 2021",,,,,,,,,,,,
"Dec 25, 2021",0.129,0.024,0.014,0.191,0.255,0.182,0.167,0.006,0.019,0.013,0.002,0
"Dec 30, 2021",,,,,,,,,,,,
"Jan 4, 2022",,,,,,,,,,,,
"Jan 9, 2022",,,,,,,,,,,,
"Jan 14, 2022",0.115,0.009,0.01,0.18,0.249,0.193,0.181,0.011,0.023,0.022,0.007,0
"Jan 19, 2022",0.117,0.019,0.015,0.155,0.245,0.202,0.187,0.011,0.02,0.021,0.008,0
"Jan 24, 2022",,,,,,,,,,,,
"Jan 29, 2022",0.085,0.027,0.024,0.113,0.171,0.175,0.181,0.064,0.059,0.069,0.033,0.012
"Feb 3, 2022",,,,,,,,,,,,
"Feb 8, 2022",,,,,,,,,,,,
"Feb 13, 2022",,,,,,,,,,,,
"Feb 18, 2022",,,,,,,,,,,,
"Feb 23, 2022",0.136,0.041,0.027,0.165,0.202,0.143,0.118,0.043,0.046,0.043,0.038,0.027
"Feb 28, 2022",,,,,,,,,,,,
"Mar 5, 2022",0.109,0.038,0.031,0.164,0.223,0.166,0.144,0.027,0.035,0.035,0.027,0.02
"Mar 10, 2022",,,,,,,,,,,,
"Mar 15, 2022",,,,,,,,,,,,
"Mar 20, 2022",0.093,0.057,0.047,0.109,0.168,0.154,0.141,0.057,0.058,0.066,0.05,0.04
"Mar 25, 2022",0.084,0.074,0.062,0.103,0.124,0.125,0.121,0.076,0.078,0.082,0.071,0.064
"Mar 30, 2022",,,,,,,,,,,,
"Apr 4, 2022",0.109,0.063,0.046,0.121,0.127,0.123,0.129,0.067,0.073,0.08,0.062,0.052
"Apr 9, 2022",0.086,0.071,0.062,0.094,0.116,0.122,0.125,0.08,0.081,0.087,0.075,0.065
"Apr 14, 2022",,,,,,,,,,,,
"Apr 19, 2022",0.089,0.073,0.062,0.096,0.116,0.113,0.111,0.084,0.083,0.092,0.081,0.073
"Apr 24, 2022",0.08,0.084,0.074,0.1,0.114,0.108,0.106,0.084,0.084,0.085,0.081,0.075
"Apr 29, 2022",,,,,,,,,,,,
"May 4, 2022",,,,,,,,,,,,
"May 9, 2022",,,,,,,,,,,,
"May 14, 2022",,,,,,,,,,,,
"May 19, 2022",0.099,0.082,0.072,0.101,0.104,0.096,0.1,0.087,0.086,0.088,0.084,0.17
"May 24, 2022",,,,,,,,,,,,
"May 29, 2022",0.09,0.088,0.079,0.089,0.097,0.096,0.103,0.092,0.09,0.086,0.09,0.087
"Jun 3, 2022",0.142,0.046,0.03,0.152,0.153,0.136,0.132,0.051,0.064,0.055,0.038,0.064
"Jun 8, 2022",,,,,,,,,,,,
"Jun 13, 2022",,,,,,,,,,,,
"Jun 18, 2022",,,,,,,,,,,,
"Jun 23, 2022",0.078,0.095,0.088,0.085,0.091,0.096,0.102,0.091,0.093,0.088,0.093,0.095
"Jun 28, 2022",,,,,,,,,,,,
"Jul 3, 2022",,,,,,,,,,,,
"Jul 8, 2022",0.091,0.085,0.071,0.108,0.115,0.108,0.109,0.078,0.076,0.086,0.073,0.09
"Jul 13, 2022",,,,,,,,,,,,
"Jul 18, 2022",,,,,,,,,,,,
"Jul 23, 2022",0.095,0.086,0.075,0.104,0.101,0.099,0.103,0.087,0.084,0.085,0.081,0.083
"Jul 28, 2022",,,,,,,,,,,,
"Aug 2, 2022",,,,,,,,,,,,
"Aug 7, 2022",,,,,,,,,,,,
"Aug 12, 2022",,,,,,,,,,,,
"Aug 17, 2022",0.188,0.063,0.053,0.136,0.134,0.115,0.135,0.046,0.053,0.043,0.033,0.021
"Aug 22, 2022",,,,,,,,,,,,
"Aug 27, 2022",,,,,,,,,,,,
"Sep 1, 2022",,,,,,,,,,,,
"Sep 6, 2022",,,,,,,,,,,,
"Sep 11, 2022",,,,,,,,,,,,
"Sep 16, 2022",0.154,0.072,0.055,0.116,0.108,0.096,0.117,0.078,0.078,0.069,0.057,0.056
"Sep 21, 2022",0.24,0.048,0.008,0.208,0.149,0.113,0.102,0.035,0.044,0.032,0.02,0.009
"Sep 26, 2022",0.146,0.068,0.058,0.127,0.123,0.101,0.106,0.07,0.073,0.068,0.059,0.03
"Oct 1, 2022",0.16,0.04,0.014,0.185,0.174,0.139,0.179,0.02,0.036,0.043,0.01,0
"Oct 6, 2022",0.227,0.045,0.029,0.164,0.169,0.122,0.103,0.035,0.037,0.041,0.028,0.001
"Oct 11, 2022",0.189,0.039,0.015,0.177,0.152,0.116,0.127,0.046,0.057,0.039,0.042,0
"Oct 16, 2022",0.187,0.049,0.035,0.138,0.132,0.102,0.112,0.066,0.066,0.059,0.053,0.076
"Oct 21, 2022",0.183,0.037,0.014,0.19,0.17,0.13,0.142,0.033,0.042,0.039,0.021,0
"Oct 26, 2022",0.186,0.053,0.038,0.149,0.175,0.147,0.165,0.009,0.019,0.035,0.024,0
"Oct 31, 2022",,,,,,,,,,,,
"Nov 5, 2022",,,,,,,,,,,,
"Nov 10, 2022",,,,,,,,,,,,
"Nov 15, 2022",0.287,0.034,0.045,0.183,0.182,0.124,0.104,0.011,0.008,0.016,0.007,0
"Nov 20, 2022",,,,,,,,,,,,
"Nov 25, 2022",,,,,,,,,,,,
"Nov 30, 2022",,,,,,,,,,,,
"Dec 5, 2022",0.204,0.045,0.033,0.156,0.17,0.127,0.135,0.033,0.034,0.027,0.036,0
"Dec 10, 2022",0.166,0.032,0.017,0.175,0.162,0.126,0.136,0.05,0.053,0.046,0.036,0
"Dec 15, 2022",0.137,0.027,0.023,0.148,0.171,0.149,0.137,0.059,0.055,0.058,0.037,0.002
"Dec 20, 2022",,,,,,,,,,,,
"Dec 25, 2022",0.109,0.015,0.01,0.1,0.13,0.143,0.207,0.087,0.084,0.087,0.027,0
"Dec 30, 2022",,,,,,,,,,,,
"Jan 4, 2023",,,,,,,,,,,,
