system:time_start,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
"May 5, 2018",0.094,0.069,0.059,0.127,0.158,0.107,0.106,0.07,0.071,0.074,0.066,0.076
"May 10, 2018",0.087,0.077,0.069,0.105,0.129,0.104,0.108,0.081,0.081,0.082,0.077,0.08
"May 15, 2018",,,,,,,,,,,,
"May 20, 2018",0.092,0.08,0.072,0.103,0.117,0.102,0.11,0.082,0.082,0.08,0.08,0.094
"May 25, 2018",0.086,0.081,0.073,0.106,0.125,0.101,0.107,0.081,0.083,0.079,0.079,0.083
"May 30, 2018",,,,,,,,,,,,
"Jun 4, 2018",0.08,0.092,0.081,0.094,0.106,0.096,0.102,0.086,0.088,0.087,0.086,0.086
"Jun 9, 2018",0.083,0.086,0.077,0.091,0.107,0.1,0.11,0.088,0.088,0.084,0.086,0.079
"Jun 14, 2018",,,,,,,,,,,,
"Jun 19, 2018",0.09,0.081,0.069,0.091,0.109,0.102,0.117,0.086,0.088,0.083,0.083,0.096
"Jun 24, 2018",0.081,0.087,0.079,0.097,0.106,0.098,0.106,0.088,0.089,0.085,0.085,0.089
"Jun 29, 2018",0.085,0.087,0.079,0.092,0.105,0.096,0.103,0.09,0.09,0.085,0.088,0.096
"Jul 4, 2018",,,,,,,,,,,,
"Jul 9, 2018",0.089,0.084,0.075,0.092,0.107,0.098,0.108,0.088,0.089,0.083,0.086,0.097
"Jul 14, 2018",0.081,0.089,0.08,0.097,0.107,0.097,0.103,0.087,0.089,0.086,0.085,0.097
"Jul 19, 2018",0.087,0.088,0.079,0.098,0.109,0.102,0.109,0.084,0.083,0.081,0.082,0.163
"Jul 24, 2018",0.088,0.085,0.076,0.101,0.112,0.099,0.108,0.084,0.085,0.081,0.08,0.089
"Aug 3, 2018",,,,,,,,,,,,
"Aug 8, 2018",0.094,0.087,0.078,0.094,0.094,0.095,0.104,0.09,0.09,0.086,0.087,0.09
"Aug 13, 2018",0.165,0.067,0.06,0.148,0.116,0.103,0.113,0.065,0.065,0.049,0.049,0.103
"Aug 18, 2018",,,,,,,,,,,,
"Aug 23, 2018",0.101,0.081,0.07,0.109,0.102,0.097,0.108,0.086,0.087,0.08,0.078,0.082
"Aug 28, 2018",0.112,0.066,0.06,0.096,0.094,0.088,0.106,0.095,0.096,0.092,0.095,0.368
"Sep 2, 2018",0.098,0.074,0.056,0.087,0.096,0.092,0.128,0.087,0.101,0.094,0.086,0.153
"Sep 7, 2018",0.137,0.072,0.062,0.116,0.112,0.098,0.109,0.075,0.075,0.073,0.07,0.08
"Sep 12, 2018",0.223,0.051,0.041,0.18,0.123,0.103,0.125,0.041,0.055,0.029,0.028,0.04
"Sep 17, 2018",0.222,0.052,0.053,0.152,0.123,0.095,0.117,0.056,0.051,0.04,0.038,0.038
"Sep 22, 2018",0.199,0.049,0.039,0.168,0.127,0.097,0.107,0.058,0.064,0.045,0.047,0.03
"Sep 27, 2018",0.123,0.072,0.065,0.112,0.125,0.099,0.111,0.075,0.075,0.071,0.071,0.075
"Oct 2, 2018",0.161,0.061,0.049,0.138,0.118,0.094,0.127,0.065,0.074,0.057,0.055,0.043
"Oct 7, 2018",0.159,0.064,0.059,0.119,0.132,0.103,0.114,0.064,0.065,0.062,0.059,0.053
"Oct 12, 2018",0.127,0.049,0.042,0.144,0.158,0.135,0.143,0.049,0.057,0.057,0.041,0.036
"Oct 17, 2018",0.171,0.067,0.058,0.119,0.105,0.097,0.12,0.066,0.07,0.063,0.063,0.084
"Oct 22, 2018",0.081,0.073,0.065,0.087,0.09,0.095,0.107,0.095,0.101,0.106,0.101,0.208
"Oct 27, 2018",0.157,0.054,0.052,0.118,0.142,0.12,0.145,0.051,0.055,0.059,0.047,0.042
"Nov 1, 2018",,,,,,,,,,,,
"Nov 6, 2018",,,,,,,,,,,,
"Nov 11, 2018",0.118,0.059,0.052,0.113,0.11,0.097,0.116,0.085,0.087,0.086,0.077,0.2
"Nov 16, 2018",0.153,0.041,0.04,0.113,0.154,0.142,0.164,0.045,0.051,0.056,0.04,0.037
"Nov 21, 2018",0.126,0.062,0.057,0.137,0.136,0.125,0.136,0.051,0.058,0.062,0.049,0.06
"Nov 26, 2018",,,,,,,,,,,,
"Dec 1, 2018",,,,,,,,,,,,
"Dec 6, 2018",0.183,0.034,0.038,0.124,0.159,0.162,0.173,0.029,0.035,0.038,0.025,0.035
"Dec 11, 2018",,,,,,,,,,,,
"Dec 16, 2018",0.214,0.039,0.041,0.141,0.133,0.135,0.151,0.037,0.04,0.039,0.03,0.029
"Dec 26, 2018",0.042,0.082,0.07,0.043,0.072,0.091,0.126,0.117,0.122,0.12,0.115,0.159
"Dec 31, 2018",,,,,,,,,,,,
"Jan 5, 2019",0.179,0.045,0.048,0.129,0.125,0.111,0.127,0.061,0.063,0.063,0.05,0.051
"Jan 10, 2019",0.101,0.048,0.04,0.116,0.114,0.14,0.171,0.063,0.071,0.08,0.055,0.039
"Jan 15, 2019",,,,,,,,,,,,
"Jan 20, 2019",0.083,0.073,0.044,0.078,0.076,0.065,0.087,0.111,0.121,0.138,0.126,0.077
"Jan 25, 2019",0.124,0.032,0.032,0.116,0.187,0.169,0.176,0.04,0.043,0.049,0.032,0.026
"Jan 30, 2019",0.081,0.052,0.048,0.12,0.144,0.138,0.153,0.066,0.069,0.073,0.055,0.042
"Feb 4, 2019",0.149,0.045,0.035,0.109,0.11,0.103,0.128,0.084,0.086,0.077,0.074,0.098
"Feb 9, 2019",0.104,0.068,0.063,0.107,0.114,0.104,0.124,0.081,0.082,0.084,0.07,0.159
"Feb 14, 2019",,,,,,,,,,,,
"Feb 19, 2019",,,,,,,,,,,,
"Feb 24, 2019",0.112,0.057,0.052,0.116,0.168,0.116,0.111,0.065,0.067,0.068,0.067,0.081
"Mar 1, 2019",,,,,,,,,,,,
"Mar 6, 2019",0.103,0.042,0.038,0.107,0.168,0.144,0.153,0.062,0.064,0.069,0.052,0.046
"Mar 11, 2019",,,,,,,,,,,,
"Mar 16, 2019",,,,,,,,,,,,
"Mar 21, 2019",0.104,0.05,0.043,0.129,0.188,0.141,0.141,0.05,0.054,0.056,0.042,0.057
"Mar 26, 2019",0.131,0.052,0.047,0.131,0.173,0.122,0.113,0.06,0.058,0.061,0.053,0.063
"Mar 31, 2019",,,,,,,,,,,,
"Apr 5, 2019",,,,,,,,,,,,
"Apr 10, 2019",0.103,0.064,0.054,0.131,0.174,0.116,0.113,0.06,0.064,0.064,0.057,0.067
"Apr 15, 2019",0.094,0.069,0.062,0.105,0.133,0.112,0.115,0.078,0.077,0.083,0.072,0.077
"Apr 20, 2019",0.1,0.071,0.063,0.117,0.133,0.106,0.106,0.076,0.077,0.079,0.071,0.074
"Apr 25, 2019",,,,,,,,,,,,
"Apr 30, 2019",0.081,0.084,0.074,0.097,0.11,0.103,0.107,0.086,0.087,0.089,0.082,0.077
"May 5, 2019",0.091,0.078,0.066,0.111,0.136,0.109,0.114,0.075,0.074,0.074,0.072,0.097
"May 10, 2019",0.083,0.09,0.081,0.1,0.115,0.097,0.103,0.083,0.085,0.082,0.082,0.139
"May 15, 2019",0.098,0.076,0.067,0.101,0.129,0.104,0.109,0.079,0.078,0.083,0.075,0.089
"May 25, 2019",0.085,0.085,0.075,0.096,0.111,0.098,0.103,0.087,0.086,0.089,0.083,0.089
"May 30, 2019",0.084,0.087,0.079,0.099,0.11,0.095,0.1,0.087,0.088,0.087,0.085,0.083
"Jun 4, 2019",0.081,0.094,0.083,0.09,0.103,0.094,0.098,0.088,0.089,0.089,0.09,0.095
"Jun 9, 2019",,,,,,,,,,,,
"Jun 14, 2019",0.094,0.085,0.077,0.098,0.103,0.097,0.101,0.087,0.086,0.088,0.085,0.112
"Jun 19, 2019",,,,,,,,,,,,
"Jun 24, 2019",0.063,0.092,0.067,0.07,0.084,0.077,0.094,0.105,0.114,0.118,0.116,0.112
"Jun 29, 2019",,,,,,,,,,,,
"Jul 4, 2019",0.084,0.091,0.082,0.091,0.104,0.094,0.101,0.09,0.09,0.084,0.089,0.091
"Jul 9, 2019",,,,,,,,,,,,
"Jul 14, 2019",0.094,0.087,0.075,0.101,0.112,0.1,0.102,0.085,0.084,0.078,0.083,0.091
"Jul 19, 2019",,,,,,,,,,,,
"Jul 24, 2019",0.103,0.081,0.072,0.1,0.114,0.099,0.109,0.082,0.083,0.077,0.079,0.098
"Jul 29, 2019",0.101,0.075,0.066,0.119,0.136,0.1,0.105,0.075,0.077,0.076,0.07,0.079
"Aug 3, 2019",0.124,0.072,0.064,0.125,0.158,0.099,0.102,0.066,0.066,0.063,0.061,0.077
"Aug 8, 2019",0.091,0.082,0.072,0.107,0.119,0.099,0.107,0.082,0.085,0.078,0.078,0.071
"Aug 13, 2019",0.114,0.068,0.055,0.11,0.118,0.094,0.1,0.089,0.089,0.079,0.084,0.101
"Aug 18, 2019",0.087,0.085,0.071,0.111,0.131,0.103,0.129,0.069,0.077,0.07,0.067,0.184
"Aug 23, 2019",,,,,,,,,,,,
"Aug 28, 2019",0.094,0.087,0.077,0.102,0.1,0.098,0.108,0.084,0.087,0.082,0.081,0.082
"Sep 2, 2019",0.128,0.079,0.069,0.108,0.101,0.096,0.11,0.08,0.08,0.075,0.073,0.082
"Sep 7, 2019",0.162,0.043,0.034,0.149,0.14,0.107,0.124,0.064,0.069,0.057,0.05,0.07
"Sep 12, 2019",0.117,0.079,0.071,0.106,0.119,0.105,0.112,0.075,0.074,0.072,0.069,0.067
"Sep 17, 2019",0.166,0.038,0.029,0.163,0.178,0.115,0.121,0.05,0.057,0.044,0.04,0.036
"Sep 22, 2019",0.135,0.064,0.054,0.126,0.158,0.105,0.11,0.062,0.063,0.064,0.058,0.074
"Sep 27, 2019",0.162,0.042,0.034,0.189,0.226,0.104,0.101,0.041,0.046,0.028,0.028,0.027
"Oct 2, 2019",0.163,0.034,0.027,0.158,0.213,0.111,0.113,0.048,0.05,0.042,0.04,0.036
"Oct 7, 2019",0.114,0.066,0.056,0.131,0.134,0.1,0.108,0.073,0.072,0.079,0.067,0.328
"Oct 12, 2019",0.107,0.085,0.081,0.095,0.112,0.089,0.101,0.082,0.083,0.08,0.085,0.315
"Oct 17, 2019",,,,,,,,,,,,
"Oct 22, 2019",,,,,,,,,,,,
"Oct 27, 2019",0.159,0.034,0.027,0.197,0.241,0.104,0.097,0.035,0.042,0.035,0.03,0.029
"Nov 1, 2019",0.129,0.039,0.036,0.143,0.201,0.119,0.123,0.051,0.055,0.059,0.044,0.044
"Nov 6, 2019",0.153,0.032,0.024,0.174,0.205,0.111,0.112,0.051,0.055,0.043,0.041,0.023
"Nov 11, 2019",0.116,0.066,0.063,0.111,0.122,0.097,0.102,0.08,0.079,0.084,0.08,0.225
"Nov 16, 2019",0.125,0.032,0.027,0.168,0.215,0.119,0.127,0.048,0.053,0.048,0.037,0.03
"Nov 21, 2019",0.169,0.021,0.021,0.192,0.287,0.128,0.104,0.017,0.021,0.022,0.018,0.023
"Nov 26, 2019",0.124,0.06,0.055,0.146,0.167,0.102,0.099,0.062,0.064,0.062,0.059,0.197
"Dec 1, 2019",0.163,0.029,0.025,0.179,0.242,0.117,0.106,0.033,0.037,0.035,0.033,0.013
"Dec 6, 2019",,,,,,,,,,,,
"Dec 11, 2019",,,,,,,,,,,,
"Dec 16, 2019",0.142,0.03,0.026,0.183,0.226,0.117,0.115,0.042,0.046,0.04,0.035,0.055
"Dec 21, 2019",,,,,,,,,,,,
"Dec 26, 2019",,,,,,,,,,,,
"Dec 31, 2019",0.135,0.017,0.017,0.176,0.292,0.152,0.132,0.018,0.021,0.025,0.015,0.022
"Jan 5, 2020",0.115,0.013,0.01,0.18,0.274,0.161,0.147,0.025,0.029,0.03,0.016,0.024
"Jan 10, 2020",,,,,,,,,,,,
"Jan 15, 2020",0.115,0.051,0.044,0.157,0.215,0.125,0.121,0.043,0.049,0.04,0.04,0.086
"Jan 20, 2020",0.115,0.033,0.031,0.14,0.22,0.145,0.138,0.044,0.047,0.05,0.038,0.025
"Jan 25, 2020",0.115,0.016,0.013,0.18,0.274,0.154,0.143,0.026,0.03,0.031,0.018,0.02
"Jan 30, 2020",0.121,0.055,0.051,0.117,0.148,0.114,0.115,0.071,0.07,0.07,0.067,0.135
"Feb 4, 2020",,,,,,,,,,,,
"Feb 9, 2020",0.134,0.02,0.019,0.157,0.241,0.145,0.143,0.037,0.039,0.038,0.026,0.024
"Feb 14, 2020",0.123,0.028,0.024,0.173,0.246,0.146,0.136,0.033,0.036,0.033,0.022,0.022
"Feb 19, 2020",0.142,0.034,0.028,0.135,0.183,0.128,0.131,0.058,0.06,0.053,0.049,0.056
"Feb 24, 2020",,,,,,,,,,,,
"Feb 29, 2020",0.128,0.032,0.03,0.131,0.212,0.151,0.148,0.043,0.044,0.047,0.034,0.039
"Mar 5, 2020",,,,,,,,,,,,
"Mar 10, 2020",0.068,0.083,0.07,0.068,0.097,0.099,0.127,0.092,0.099,0.104,0.092,0.154
"Mar 15, 2020",,,,,,,,,,,,
"Mar 20, 2020",0.116,0.071,0.063,0.104,0.122,0.108,0.123,0.075,0.076,0.074,0.068,0.072
"Mar 25, 2020",0.123,0.065,0.051,0.122,0.129,0.104,0.113,0.074,0.078,0.072,0.07,0.106
"Mar 30, 2020",0.12,0.072,0.056,0.098,0.118,0.1,0.117,0.078,0.081,0.082,0.077,0.149
"Apr 4, 2020",0.123,0.051,0.043,0.129,0.153,0.113,0.115,0.07,0.072,0.068,0.062,0.098
"Apr 9, 2020",0.127,0.052,0.042,0.134,0.164,0.104,0.103,0.071,0.07,0.067,0.064,0.066
"Apr 14, 2020",,,,,,,,,,,,
"Apr 19, 2020",,,,,,,,,,,,
"Apr 24, 2020",0.112,0.063,0.053,0.122,0.132,0.097,0.097,0.082,0.083,0.081,0.078,0.095
"Apr 29, 2020",,,,,,,,,,,,
"May 4, 2020",0.097,0.065,0.056,0.123,0.16,0.114,0.115,0.067,0.07,0.072,0.061,0.064
"May 9, 2020",0.092,0.077,0.069,0.105,0.124,0.1,0.1,0.083,0.082,0.087,0.081,0.074
"May 14, 2020",0.087,0.084,0.076,0.102,0.114,0.097,0.099,0.086,0.086,0.086,0.084,0.082
"May 19, 2020",0.083,0.083,0.074,0.098,0.113,0.1,0.104,0.087,0.086,0.09,0.083,0.088
"May 24, 2020",0.084,0.087,0.078,0.099,0.112,0.098,0.1,0.086,0.088,0.083,0.085,0.072
"May 29, 2020",0.091,0.082,0.075,0.092,0.101,0.09,0.098,0.092,0.093,0.093,0.093,0.258
"Jun 3, 2020",,,,,,,,,,,,
"Jun 8, 2020",0.095,0.082,0.074,0.101,0.113,0.098,0.1,0.087,0.086,0.08,0.085,0.08
"Jun 13, 2020",0.048,0.095,0.073,0.073,0.087,0.095,0.1,0.096,0.103,0.122,0.107,0.106
"Jun 18, 2020",0.102,0.078,0.07,0.103,0.118,0.098,0.103,0.084,0.084,0.08,0.082,0.125
"Jun 23, 2020",,,,,,,,,,,,
"Jun 28, 2020",0.085,0.09,0.072,0.088,0.101,0.093,0.109,0.092,0.095,0.082,0.094,0.145
"Jul 3, 2020",0.085,0.087,0.077,0.105,0.115,0.097,0.1,0.084,0.086,0.082,0.083,0.089
"Jul 8, 2020",0.089,0.084,0.076,0.101,0.113,0.096,0.101,0.087,0.086,0.082,0.085,0.084
"Jul 13, 2020",0.088,0.076,0.067,0.104,0.109,0.095,0.106,0.088,0.09,0.091,0.085,0.268
"Jul 18, 2020",,,,,,,,,,,,
"Jul 23, 2020",0.09,0.086,0.076,0.104,0.114,0.096,0.097,0.085,0.088,0.081,0.085,0.067
"Jul 28, 2020",,,,,,,,,,,,
"Aug 2, 2020",0.082,0.083,0.07,0.102,0.131,0.104,0.111,0.078,0.082,0.078,0.078,0.095
"Aug 7, 2020",0.101,0.077,0.07,0.11,0.133,0.102,0.107,0.077,0.076,0.074,0.072,0.087
"Aug 12, 2020",0.083,0.077,0.053,0.083,0.09,0.076,0.093,0.099,0.114,0.126,0.108,0.153
"Aug 17, 2020",0.143,0.053,0.048,0.141,0.181,0.11,0.113,0.058,0.056,0.051,0.047,0.077
"Aug 22, 2020",0.092,0.073,0.059,0.108,0.123,0.099,0.115,0.081,0.089,0.08,0.081,0.076
"Aug 27, 2020",0.102,0.079,0.066,0.101,0.112,0.097,0.11,0.084,0.086,0.08,0.082,0.101
"Sep 1, 2020",0.113,0.075,0.06,0.117,0.125,0.1,0.107,0.077,0.081,0.072,0.073,0.074
"Sep 6, 2020",,,,,,,,,,,,
"Sep 11, 2020",0.13,0.07,0.059,0.123,0.111,0.104,0.124,0.072,0.078,0.065,0.064,0.064
"Sep 16, 2020",,,,,,,,,,,,
"Sep 21, 2020",,,,,,,,,,,,
"Sep 26, 2020",0.191,0.047,0.038,0.142,0.112,0.091,0.099,0.077,0.076,0.064,0.064,0.044
"Oct 1, 2020",0.164,0.072,0.061,0.147,0.098,0.091,0.103,0.062,0.071,0.069,0.061,0.062
"Oct 6, 2020",,,,,,,,,,,,
"Oct 11, 2020",0.167,0.052,0.043,0.162,0.158,0.112,0.115,0.049,0.055,0.044,0.042,0.026
"Oct 16, 2020",0.176,0.054,0.048,0.131,0.119,0.105,0.116,0.066,0.064,0.063,0.058,0.074
"Oct 21, 2020",,,,,,,,,,,,
"Oct 26, 2020",0.179,0.049,0.044,0.131,0.125,0.1,0.11,0.068,0.068,0.061,0.063,0.104
"Oct 31, 2020",0.169,0.034,0.029,0.173,0.192,0.132,0.148,0.029,0.037,0.033,0.022,0.033
"Nov 5, 2020",0.141,0.052,0.048,0.118,0.149,0.114,0.134,0.063,0.066,0.061,0.054,0.047
"Nov 10, 2020",0.166,0.053,0.043,0.142,0.13,0.091,0.103,0.068,0.075,0.063,0.065,0.057
"Nov 15, 2020",0.173,0.034,0.032,0.152,0.213,0.126,0.127,0.038,0.04,0.035,0.03,0.027
"Nov 20, 2020",0.133,0.022,0.019,0.187,0.274,0.14,0.139,0.021,0.028,0.024,0.014,0.022
"Nov 25, 2020",0.132,0.054,0.049,0.136,0.204,0.119,0.111,0.049,0.052,0.048,0.047,0.029
"Nov 30, 2020",0.139,0.024,0.021,0.189,0.241,0.129,0.129,0.035,0.038,0.033,0.022,0.027
"Dec 5, 2020",0.141,0.022,0.021,0.162,0.249,0.137,0.137,0.032,0.036,0.038,0.025,0.024
"Dec 10, 2020",0.139,0.016,0.015,0.19,0.277,0.148,0.135,0.02,0.024,0.023,0.013,0.023
"Dec 15, 2020",0.156,0.017,0.016,0.164,0.24,0.138,0.135,0.036,0.038,0.036,0.026,0.022
"Dec 20, 2020",,,,,,,,,,,,
"Dec 25, 2020",0.129,0.025,0.024,0.156,0.245,0.143,0.138,0.034,0.036,0.041,0.027,0.026
"Dec 30, 2020",0.146,0.044,0.045,0.161,0.186,0.12,0.129,0.046,0.048,0.043,0.033,0.065
"Jan 4, 2021",0.133,0.018,0.021,0.134,0.255,0.182,0.17,0.021,0.024,0.025,0.014,0.025
"Jan 9, 2021",,,,,,,,,,,,
"Jan 14, 2021",0.127,0.035,0.032,0.116,0.164,0.142,0.148,0.062,0.062,0.063,0.05,0.035
"Jan 19, 2021",0.144,0.019,0.017,0.173,0.232,0.179,0.161,0.019,0.023,0.021,0.011,0.022
"Jan 24, 2021",,,,,,,,,,,,
"Jan 29, 2021",0.102,0.017,0.013,0.153,0.252,0.17,0.165,0.033,0.037,0.037,0.022,0.029
"Feb 3, 2021",0.119,0.026,0.025,0.135,0.259,0.178,0.156,0.024,0.027,0.032,0.019,0.021
"Feb 8, 2021",0.132,0.026,0.022,0.157,0.223,0.152,0.144,0.039,0.042,0.037,0.026,0.021
"Feb 13, 2021",,,,,,,,,,,,
"Feb 18, 2021",,,,,,,,,,,,
"Feb 23, 2021",0.139,0.045,0.046,0.105,0.153,0.179,0.18,0.034,0.038,0.048,0.032,0.032
"Feb 28, 2021",,,,,,,,,,,,
"Mar 5, 2021",0.112,0.064,0.059,0.1,0.117,0.109,0.115,0.081,0.081,0.084,0.079,0.119
"Mar 10, 2021",0.09,0.059,0.051,0.118,0.171,0.135,0.142,0.057,0.061,0.065,0.051,0.054
"Mar 15, 2021",,,,,,,,,,,,
"Mar 20, 2021",,,,,,,,,,,,
"Mar 25, 2021",,,,,,,,,,,,
"Mar 30, 2021",,,,,,,,,,,,
"Apr 4, 2021",0.106,0.058,0.051,0.123,0.173,0.118,0.113,0.065,0.064,0.068,0.06,0.065
"Apr 9, 2021",,,,,,,,,,,,
"Apr 14, 2021",0.109,0.074,0.067,0.106,0.113,0.097,0.099,0.084,0.083,0.086,0.082,0.153
"Apr 19, 2021",0.088,0.081,0.072,0.1,0.108,0.104,0.11,0.084,0.085,0.088,0.08,0.086
"Apr 24, 2021",,,,,,,,,,,,
"Apr 29, 2021",0.093,0.082,0.072,0.103,0.111,0.098,0.101,0.085,0.087,0.086,0.083,0.084
"May 4, 2021",0.087,0.086,0.077,0.094,0.108,0.099,0.105,0.088,0.087,0.084,0.086,0.089
"May 9, 2021",0.082,0.086,0.077,0.095,0.105,0.1,0.105,0.088,0.089,0.087,0.085,0.089
"May 14, 2021",0.084,0.084,0.075,0.093,0.105,0.1,0.104,0.089,0.088,0.092,0.086,0.083
"May 19, 2021",0.086,0.085,0.076,0.098,0.109,0.098,0.103,0.086,0.088,0.085,0.085,0.085
"May 24, 2021",0.086,0.082,0.072,0.099,0.113,0.1,0.105,0.086,0.085,0.089,0.083,0.088
"May 29, 2021",0.085,0.086,0.077,0.1,0.11,0.096,0.099,0.087,0.088,0.087,0.085,0.105
"Jun 3, 2021",0.089,0.081,0.073,0.099,0.114,0.099,0.105,0.086,0.085,0.086,0.083,0.11
"Jun 8, 2021",0.061,0.093,0.067,0.061,0.071,0.063,0.082,0.112,0.128,0.128,0.133,0.152
"Jun 13, 2021",0.1,0.084,0.073,0.105,0.109,0.097,0.102,0.083,0.082,0.082,0.082,0.183
"Jun 18, 2021",,,,,,,,,,,,
"Jun 23, 2021",,,,,,,,,,,,
"Jun 28, 2021",,,,,,,,,,,,
"Jul 3, 2021",,,,,,,,,,,,
"Jul 8, 2021",,,,,,,,,,,,
"Jul 13, 2021",,,,,,,,,,,,
"Jul 18, 2021",,,,,,,,,,,,
"Jul 23, 2021",0.147,0.071,0.056,0.103,0.104,0.091,0.109,0.081,0.081,0.082,0.076,0.245
"Jul 28, 2021",,,,,,,,,,,,
"Aug 2, 2021",0.116,0.076,0.066,0.108,0.108,0.099,0.115,0.082,0.082,0.076,0.073,0.082
"Aug 7, 2021",0.105,0.081,0.07,0.113,0.112,0.099,0.107,0.08,0.082,0.078,0.073,0.092
"Aug 12, 2021",0.166,0.063,0.058,0.127,0.121,0.103,0.115,0.069,0.066,0.057,0.056,0.106
"Aug 17, 2021",0.089,0.083,0.073,0.106,0.114,0.103,0.112,0.08,0.083,0.081,0.076,0.081
"Aug 22, 2021",,,,,,,,,,,,
"Aug 27, 2021",,,,,,,,,,,,
"Sep 1, 2021",,,,,,,,,,,,
"Sep 6, 2021",0.075,0.098,0.071,0.087,0.081,0.078,0.095,0.097,0.108,0.094,0.115,0.152
"Sep 11, 2021",0.179,0.063,0.057,0.13,0.102,0.096,0.12,0.072,0.071,0.06,0.052,0.08
"Sep 16, 2021",,,,,,,,,,,,
"Sep 21, 2021",0.244,0.062,0.053,0.148,0.099,0.088,0.105,0.056,0.058,0.041,0.045,0.047
"Sep 26, 2021",0.19,0.039,0.028,0.162,0.114,0.097,0.119,0.068,0.073,0.06,0.05,0.091
"Oct 1, 2021",,,,,,,,,,,,
"Oct 6, 2021",,,,,,,,,,,,
"Oct 11, 2021",0.153,0.073,0.069,0.113,0.093,0.089,0.105,0.076,0.077,0.079,0.072,0.189
"Oct 16, 2021",0.196,0.056,0.046,0.166,0.118,0.093,0.116,0.057,0.063,0.045,0.044,0.032
"Oct 21, 2021",0.116,0.09,0.077,0.086,0.078,0.066,0.089,0.097,0.106,0.081,0.114,0.173
"Oct 26, 2021",0.151,0.053,0.044,0.154,0.159,0.13,0.155,0.031,0.044,0.046,0.032,0.037
"Oct 31, 2021",0.191,0.046,0.041,0.136,0.152,0.125,0.143,0.042,0.044,0.046,0.034,0.038
"Nov 5, 2021",,,,,,,,,,,,
"Nov 10, 2021",0.145,0.058,0.055,0.117,0.129,0.103,0.111,0.072,0.072,0.069,0.069,0.169
"Nov 15, 2021",0.147,0.036,0.03,0.168,0.228,0.145,0.133,0.025,0.034,0.03,0.024,0.026
"Nov 20, 2021",0.131,0.042,0.038,0.128,0.206,0.139,0.143,0.044,0.047,0.042,0.037,0.026
"Nov 25, 2021",0.13,0.04,0.034,0.155,0.208,0.13,0.128,0.045,0.049,0.043,0.038,0.024
"Nov 30, 2021",0.143,0.024,0.026,0.152,0.303,0.169,0.135,0.01,0.012,0.014,0.011,0.026
"Dec 5, 2021",0.144,0.044,0.037,0.138,0.145,0.105,0.119,0.069,0.074,0.064,0.06,0.054
"Dec 10, 2021",0.147,0.059,0.054,0.13,0.141,0.101,0.107,0.067,0.069,0.062,0.063,0.054
"Dec 15, 2021",0.174,0.037,0.029,0.167,0.182,0.112,0.105,0.05,0.053,0.047,0.043,0.027
"Dec 20, 2021",,,,,,,,,,,,
"Dec 25, 2021",0.147,0.02,0.018,0.212,0.293,0.132,0.116,0.015,0.02,0.017,0.011,0.015
"Dec 30, 2021",0.139,0.057,0.05,0.145,0.183,0.108,0.102,0.055,0.056,0.05,0.054,0.02
"Jan 4, 2022",0.126,0.04,0.034,0.137,0.147,0.108,0.111,0.075,0.075,0.081,0.066,0.087
"Jan 9, 2022",0.124,0.062,0.058,0.116,0.144,0.106,0.114,0.07,0.071,0.064,0.07,0.251
